OBJECTID,ObserverName,Date,RoostPlantSpp,Num_Monarchs,Site_Name,Key_ID,Nearby_Nectar,Comments,GlobalID,CreationDate,Creator,EditDate,Editor,Date_Converted,Date_Text,Local_Time,x,y
227,Sarah,10/14/2021 12:39,Acafar,36,SPCG,SPCG10142021,,,274bf03a-2914-41ab-9b90-8beb0c7482e1,10/14/2021 12:39,SMHoward@nps.gov_nps,11/1/2021 14:24,SMHoward@nps.gov_nps,,,,-100.9505564,29.4702005
228,Sarah,10/14/2021 12:40,Acafar,70,SPCG,SPCG10142021,,,a1b04e95-222d-4b67-af81-19b2c19d4534,10/14/2021 12:40,SMHoward@nps.gov_nps,11/1/2021 14:24,SMHoward@nps.gov_nps,,,,-100.9505641,29.47017441
229,Sarah,10/14/2021 12:43,Acafar,4,SPCG,SPCG10142021,,,39223119-b50b-4b24-af12-41dcbb34403e,10/14/2021 12:44,SMHoward@nps.gov_nps,11/1/2021 14:24,SMHoward@nps.gov_nps,,,,-100.9505475,29.47004045
230,Sarah,10/14/2021 12:45,Acafar,190,SPCG,SPCG10142021,,,7d509708-7fd8-4a6e-97d0-46205835a4a1,10/14/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505059,29.4700372
231,Sarah,10/14/2021 12:45,Acafar,40,SPCG,SPCG10142021,,,c87f5a73-ed61-4f0a-ad8d-d3db0c13b4bc,10/14/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505016,29.47005155
232,Sarah,10/14/2021 12:48,Acafar,51,SPCG,SPCG10142021,,,d7949a09-8b13-4c4a-96f5-84050ab545a8,10/14/2021 12:48,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9506012,29.46993299
233,Sarah,10/15/2021 12:20,Fraspp,1,SPCG,SPCG10152021,,Mexican ash F. berlandieri,7e54e70d-75a1-4119-bcf8-d304f96be5f9,10/15/2021 12:20,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9504962,29.46974924
234,Sarah,10/15/2021 12:23,Fraspp,6,SPCG,SPCG10152021,,Mexican ash F. berlandieri,156aa5fe-4cb1-44bb-94a0-075702220dd6,10/15/2021 12:23,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505367,29.46991336
235,Sarah,10/15/2021 12:25,Acafar,1,SPCG,SPCG10152021,,,f32721e2-b844-4e54-951b-79119626a6ed,10/15/2021 12:25,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505024,29.46994644
236,Sarah,10/15/2021 12:36,Acafar,3,SPCG,SPCG10152021,,,9580ca3c-ed2f-4d0e-b65f-8c9afb4c372d,10/15/2021 12:36,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505569,29.47017266
237,Sarah,10/15/2021 12:37,Acafar,1,SPCG,SPCG10152021,,,67e7d70a-d8ed-4a9f-9219-e419ff9b87f4,10/15/2021 12:37,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505386,29.47019394
238,Sarah,10/18/2021 12:22,Fraspp,110,SPCG,SPCG10182021,,Mexican ash F. berlandieri,6000af6a-0a67-4f91-96be-501cf26f6732,10/18/2021 12:22,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505406,29.46991661
239,Sarah,10/18/2021 12:24,Acafar,6,SPCG,SPCG10182021,,,cc6cca3f-96c1-46a2-bc3d-7c3e16e17a46,10/18/2021 12:24,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505029,29.46994626
240,Sarah,10/18/2021 12:32,Acafar,32,SPCG,SPCG10182021,,,dfafdf7f-0e86-4ab0-b2f1-ab8c0d463068,10/18/2021 12:33,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9506204,29.47031178
241,Sarah,10/18/2021 12:33,Acafar,1,SPCG,SPCG10182021,,,c9bb8044-3553-4c2b-8ee1-0370903eb591,10/18/2021 12:33,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505937,29.47029768
242,Sarah,10/18/2021 12:36,Celret,320,SPCG,SPCG10182021,,,e4e0d311-9e3b-4f40-985b-62e7e5ff31ab,10/18/2021 12:36,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505975,29.47022814
243,Sarah,10/18/2021 12:38,Acafar,45,SPCG,SPCG10182021,,,3549aa61-04af-4a8e-829f-9ebd1d15f916,10/18/2021 12:38,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.950538,29.47018226
244,Sarah,10/18/2021 12:39,Acafar,110,SPCG,SPCG10182021,,,d1e28a00-60ad-41cd-b8e9-8c846d173b6c,10/18/2021 12:39,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.950541,29.47020662
245,Sarah,10/18/2021 12:43,Acafar,35,SPCG,SPCG10182021,,,d561c3db-0b71-4ee9-86cf-0ca78f87e494,10/18/2021 12:44,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9506513,29.47014956
246,Sarah,10/18/2021 12:45,Acafar,45,SPCG,SPCG10182021,,,3b24adf1-b810-4057-919f-bf6de3d5b482,10/18/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505047,29.47003915
247,Sarah,10/18/2021 12:45,Acafar,2,SPCG,SPCG10182021,,,07038942-ff89-461d-b880-ba1c9a26df13,10/18/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9504581,29.47003792
248,Sarah,10/18/2021 12:48,Acafar,2,SPCG,SPCG10182021,,,c808e7e7-c7cf-4fdc-92db-feeb3036b545,10/18/2021 12:48,SMHoward@nps.gov_nps,11/1/2021 14:25,SMHoward@nps.gov_nps,,,,-100.9505983,29.46986992
249,Sarah,10/19/2021 12:41,Fraspp,111,SPCG,SPCG10192021,,F. berlandieri ,e17ac51a-8eba-4cdd-a20a-053b1f3d3bef,10/19/2021 12:41,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9505244,29.46990935
250,Sarah,10/19/2021 12:42,Acafar,54,SPCG,SPCG10192021,,,1f3729b6-2d3e-42e5-a797-9be8e6e2d1dc,10/19/2021 12:42,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9505127,29.4699443
251,Sarah,10/19/2021 12:46,Acafar,1,SPCG,SPCG10192021,,,99ec7355-38c6-4311-a5f9-783e0e56484e,10/19/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9502003,29.47064578
252,Sarah,10/20/2021 0:52,Acafar,79,SPCG,SPCG10192021,,,4fbc0e3e-0da5-4f5d-97cc-f3713db7279f,10/19/2021 12:52,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9506351,29.47031854
253,Sarah,10/19/2021 12:57,Acafar,7,SPCG,SPCG10192021,,,694d4428-cbca-4373-84b2-334057fa9409,10/19/2021 12:54,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.950615,29.47020626
254,Sarah,10/19/2021 12:55,Acafar,100,SPCG,SPCG10192021,,,bde26a19-1cb8-4869-babf-01b6346b65c8,10/19/2021 12:55,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9506034,29.47019707
255,Sarah,10/19/2021 12:56,Acafar,310,SPCG,SPCG10192021,,,9965d245-afd8-4db0-aa32-2132f8555449,10/19/2021 12:56,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.9505992,29.4701975
256,Sarah,10/19/2021 12:59,Acafar,30,SPCG,SPCG10192021,,,4eaaf46d-e6d2-428b-86e8-35d0ea94b298,10/19/2021 12:59,SMHoward@nps.gov_nps,11/1/2021 14:26,SMHoward@nps.gov_nps,,,,-100.9505301,29.47006937
257,Sarah,10/19/2021 13:00,Acafar,43,SPCG,SPCG10192021,,,4ec3bfd8-46b9-4bf4-8d5c-29252479c0c0,10/19/2021 13:00,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.950547,29.47005472
258,Sarah,10/19/2021 13:00,Acafar,2,SPCG,SPCG10192021,,,720d6692-1292-4661-94dc-18df0493ede5,10/19/2021 13:01,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.950555,29.47005236
259,Sarah,10/19/2021 13:01,Acafar,150,SPCG,SPCG10192021,,,dbf62142-dea4-4452-9b38-b2b517b33d5a,10/19/2021 13:01,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.9505343,29.47004125
260,Sarah,10/21/2021 12:34,Fraspp,2,SPCG,SPCG10212021,,Mexican ash F. berlandieri,03fe3472-b9d4-47b6-a440-d7b7191f959a,10/21/2021 12:34,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.9504775,29.46975655
261,Sarah,10/21/2021 12:35,Fraspp,157,SPCG,SPCG10212021,,Mexican ash F. berlandieri,60e7324a-b3d0-4c31-abf3-8ea9e1d865b9,10/21/2021 12:36,SMHoward@nps.gov_nps,11/1/2021 14:30,SMHoward@nps.gov_nps,,,,-100.9505026,29.46992704
262,Sarah,10/21/2021 12:41,Acafar,85,SPCG,SPCG10212021,,,6d5644cd-d44f-40a8-b672-40c30440b383,10/21/2021 12:41,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9506188,29.47032374
263,Sarah,10/21/2021 12:42,Acafar,65,SPCG,SPCG10212021,,,220a143d-eb20-4f20-afa7-1e850e6d565f,10/21/2021 12:42,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505928,29.47022506
264,Sarah,10/21/2021 12:43,Acafar,390,SPCG,SPCG10212021,,,8bea551f-b863-4dc6-bbf6-9358012c48ce,10/21/2021 12:43,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505975,29.47022814
265,Sarah,10/21/2021 12:44,Acafar,106,SPCG,SPCG10212021,,,a47dea24-da21-4312-a2d4-798a99512421,10/21/2021 12:44,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505853,29.47016379
266,Sarah,10/21/2021 12:44,Acafar,1,SPCG,SPCG10212021,,,01bd015c-8646-4645-9fae-3f3feb2e77a7,10/21/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505105,29.47006521
267,Sarah,10/21/2021 12:45,Acafar,140,SPCG,SPCG10212021,,,4b236175-3cab-403e-bd7f-284ad9c6cc28,10/21/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505052,29.47003328
268,Sarah,10/21/2021 12:46,Acafar,40,SPCG,SPCG10212021,,,1734d41b-7cb5-45bc-bcbe-ff473a8b9d81,10/21/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9504883,29.47007784
269,Sarah,10/21/2021 12:46,Acafar,40,SPCG,SPCG10212021,,,2ab31a2f-759a-4bfe-b7a3-08c6cd65816d,10/21/2021 12:47,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505448,29.4699984
270,Sarah,10/25/2021 12:33,Fraspp,35,SPCG,SPCG10252021,,Mexican ash F. berlandieri,b117f2a6-633c-41e3-bd62-c845eb39d26b,10/25/2021 12:33,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505231,29.46994121
271,Sarah,10/25/2021 12:33,Acafar,37,SPCG,SPCG10252021,,,f380ecda-a39b-4f40-8458-0a13c3e57658,10/25/2021 12:34,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505228,29.46993607
272,Sarah,10/25/2021 12:35,Acafar,2,SPCG,SPCG10252021,,,ed16cd12-5e68-4184-85f8-930f210db5ed,10/25/2021 12:35,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9503537,29.46995216
273,Sarah,10/25/2021 12:38,Acafar,2,SPCG,SPCG10252021,,,b5a2c756-89cd-4cba-accf-72ba53a542a9,10/25/2021 12:38,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9502105,29.47061237
274,Sarah,10/25/2021 12:39,Acafar,1,SPCG,SPCG10252021,,,61872e5a-bb29-447c-8bc0-8654ac59f4b9,10/25/2021 12:39,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9501898,29.47065702
275,Sarah,10/25/2021 12:39,Acafar,1,SPCG,SPCG10252021,,,2b0f893f-d7cd-424c-b910-ae0ef2223ed0,10/25/2021 12:39,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9501614,29.47065978
276,Sarah,10/25/2021 12:42,Acafar,3,SPCG,SPCG10252021,,,602c39d5-538a-48ec-8ab9-e6c988c793ce,10/25/2021 12:43,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9507489,29.47035948
277,Sarah,10/25/2021 12:44,Acafar,10,SPCG,SPCG10252021,,,a5a55491-62a0-4989-946a-11691e4df360,10/25/2021 12:44,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9506613,29.47032324
278,Sarah,10/25/2021 12:45,Celret,9,SPCG,SPCG10252021,,,a3cee3c3-62ba-4628-937d-64435db89702,10/25/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9506242,29.47021638
279,Sarah,10/25/2021 12:46,Acafar,140,SPCG,SPCG10252021,,,d0e80813-5927-41b4-9aeb-8b4fd0651013,10/25/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9506089,29.47020608
280,Sarah,10/25/2021 12:46,Acafar,80,SPCG,SPCG10252021,,,b725590b-66da-4328-878c-48b75b1e1c41,10/25/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9506095,29.47020091
281,Sarah,10/26/2021 0:48,Acafar,80,SPCG,SPCG10252021,,,88e52a53-b079-43f5-862c-904c9b82d5ee,10/25/2021 12:48,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505169,29.47003485
282,Sarah,10/26/2021 12:32,Fraspp,25,SPCG,SPCG10262021,,Mexican ash F. berlandieri,fd33df46-4d5b-4934-a2ea-164ab12432e8,10/26/2021 12:33,SMHoward@nps.gov_nps,11/1/2021 14:31,SMHoward@nps.gov_nps,,,,-100.9505376,29.46992298
283,Sarah,10/26/2021 12:34,Acafar,4,SPCG,SPCG10262021,,,ee57140a-d457-43e2-ba39-9d1f66cbb375,10/26/2021 12:34,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9505001,29.46995198
284,Sarah,10/26/2021 12:43,Acafar,6,SPCG,SPCG10262021,,,3f3cc91a-2c98-4a4a-a031-cb4b7221058d,10/26/2021 12:43,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.950783,29.47033582
285,Sarah,10/26/2021 12:45,Acafar,14,SPCG,SPCG10262021,,,fbf84204-6230-4ad3-835b-b75c6209115a,10/26/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9506591,29.47032678
286,Sarah,10/26/2021 12:47,Celret,210,SPCG,SPCG10262021,,,7ef84655-a83f-410a-ac84-5ccb300b4907,10/26/2021 12:47,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9506329,29.47024222
287,Sarah,10/26/2021 12:48,Acafar,340,SPCG,SPCG10262021,,,924f2220-9ce2-43a6-9ac7-3156be075981,10/26/2021 12:48,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9505928,29.47022506
288,Sarah,10/26/2021 12:49,Acafar,300,SPCG,SPCG10262021,,,a1bb3fd9-03b3-4545-b993-0223f33274d6,10/26/2021 12:49,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9506182,29.47021408
289,Sarah,10/26/2021 12:49,Acafar,150,SPCG,SPCG10262021,,,5e050037-786c-4ebd-893b-386d88701c85,10/26/2021 12:50,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9506513,29.47014956
290,Sarah,10/26/2021 13:01,Acafar,40,SPCG,SPCG10262021,,,f027092a-f146-4b88-8e1f-bdd5a2a4b4fb,10/26/2021 13:01,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9505809,29.47014843
291,Sarah,10/26/2021 13:01,Acafar,5,SPCG,SPCG10262021,,,fd6127ba-1ca4-4dde-9bc3-7f1f19a18472,10/26/2021 13:02,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9505081,29.4700624
292,Sarah,10/26/2021 13:02,Acafar,15,SPCG,SPCG10262021,,,45afc8f5-6496-4006-965d-d6b1eb34d06e,10/26/2021 13:02,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9504995,29.47003015
293,Sarah,10/26/2021 13:03,Acafar,10,SPCG,SPCG10262021,,,9418bfc2-b5f3-44ab-9a02-c811b8fbabaf,10/26/2021 13:03,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9505896,29.4700309
294,Sarah,10/27/2021 12:27,Fraspp,1,SPCG,SPCG10272021,,Mexican ash F. berlandieri,79960aeb-c328-426f-9763-7387f7aef6be,10/27/2021 12:27,SMHoward@nps.gov_nps,11/1/2021 14:32,SMHoward@nps.gov_nps,,,,-100.9504515,29.4697661
295,Sarah,10/27/2021 12:45,Celret,10,SPCG,SPCG10272021,,,7fd55469-5785-4ebe-acfb-eb593840c5d2,10/27/2021 12:45,SMHoward@nps.gov_nps,11/1/2021 14:33,SMHoward@nps.gov_nps,,,,-100.9506635,29.47028988
296,Sarah,10/27/2021 12:46,Acafar,110,SPCG,SPCG10272021,,,4f4cc955-7668-4ac0-b922-3d6c8f907e71,10/27/2021 12:46,SMHoward@nps.gov_nps,11/1/2021 14:44,SMHoward@nps.gov_nps,,,,-100.9506142,29.47020493
297,Sarah,10/27/2021 12:47,Acafar,50,SPCG,SPCG10272021,,,ae8bec1f-e3a7-4a21-ba0f-aef865b685d1,10/27/2021 12:47,SMHoward@nps.gov_nps,11/1/2021 14:44,SMHoward@nps.gov_nps,,,,-100.9506141,29.47020868
298,Sarah,10/27/2021 12:49,Acafar,4,SPCG,SPCG10272021,,,389ed76b-8df0-40da-9469-1b50fa9415ef,10/27/2021 12:49,SMHoward@nps.gov_nps,11/1/2021 14:45,SMHoward@nps.gov_nps,,,,-100.9505229,29.47006784
299,Sarah,10/27/2021 12:49,Acafar,10,SPCG,SPCG10272021,,,d5898a66-bf7c-4f9f-ac45-1fef4441c6a3,10/27/2021 12:50,SMHoward@nps.gov_nps,11/1/2021 14:45,SMHoward@nps.gov_nps,,,,-100.950513,29.47003318
300,Sarah,10/27/2021 12:50,Acafar,2,SPCG,SPCG10272021,,,363e267f-a631-4693-a4cb-5c565f593eaf,10/27/2021 12:51,SMHoward@nps.gov_nps,11/1/2021 14:45,SMHoward@nps.gov_nps,,,,-100.9505231,29.46994121
